files,P5,P10,P16,P25,P50,P75,P84,P90,P95
images/0017_cu_2.jpg,157.531007529977,163.524318313508,193.52399767264,242.937372368758,306.646585352138,400.529436791485,542.478336166923,590.94202334391,679.817999055758
images/0055_cu_2.jpg,450.019458155196,524.354686315197,542.367824594336,622.458560760917,761.979378456207,856.858206549848,979.115583764737,1119.31725120194,1322.89996292216
images/0070_cu_1.jpg,213.32118026724,265.961475968012,343.184977358766,412.965320968037,481.91777769418,518.040375883901,549.771655359262,551.204103579407,1026.76101797374
images/0094_cu_1.jpg,118.44733573409,150.348629606873,159.5774673219,239.632822663256,347.341438132589,369.131503089506,381.975965717357,461.776988561857,468.611806002154
images/0124_cu_1.jpg,146.758663379213,157.98424868076,205.086944468884,282.880682478243,300.283456359312,320.958105774453,366.063875877079,493.748445884961,505.533470174206
images/0151_cu_2.jpg,70.0824132747931,80.5741901037149,85.785747437372,111.10901875,162.741006746828,172.13405345246,176.979791604519,215.76308528343,292.875656664803
images/0177_cu_2.jpg,146.550685350604,162.141329423746,234.96678482974,265.518651980545,274.133877478532,360.363031353144,384.524634011895,500.645293492925,815.182092255924
images/0210_cu_1.jpg,221.622638183378,224.621590002776,310.612343592923,325.830999394806,432.985412347636,531.974566210251,666.365306267398,841.849742714313,948.574924506837
images/0271_cu_1.jpg,85.9973808896985,117.248333376219,160.25521535168,177.144743261388,194.827711424401,213.393537793424,311.758139378542,366.684607210679,448.313665715122
images/0286_cu_2.jpg,265.634759563586,278.79754160918,280.843683945361,426.089375609952,518.367210445856,720.157701081469,819.174747215395,880.489517614661,1066.27528314603
images/0315_cu_2.jpg,142.28717,170.61923,198.64583,236.8529,286.76025,338.94925,395.89124,477.43466,600.64886
images/0354_cu_2.jpg,143.033981766108,172.499113453979,208.540506833545,209.906578087616,258.939423313053,305.722403601513,311.970721051393,368.148948152445,715.812580623729
images/0434_cu_1.jpg,122.464457507069,148.762498939489,150.188752151129,312.312042009832,312.392136457951,369.296976610626,419.042150164628,567.109357990948,794.160806483121
images/0453_cu_2.jpg,131.452413874176,157.36743460725,172.001990245801,214.451938495913,217.494740700083,244.697083483876,246.404464303182,284.701099745734,305.13783158198
images/0463_cu_2.jpg,165.877294573981,177.964442796042,198.368491973348,223.952218997201,233.510511879097,268.256164089141,296.505082745091,307.530554778171,383.723873710473
images/047080139.tiff,94.6409164725121,105.807437391674,115.680428272847,124.400437705254,147.53120631143,154.6502531564,179.036992347264,196.137525818321,219.853669025766
images/047200139.tiff,104.505086109447,112.775515668299,114.188508114883,131.769185114555,143.436549632437,143.46708108478,176.385252694185,182.007972082974,210.579279226308
images/048020138.tiff,76.3494617570976,88.7500473599627,103.132824538216,123.96963310751,130.36817470517,142.244784314314,145.223960997777,191.445750533357,209.779564982932
images/048140139.tiff,65.3614001966901,78.3157451082213,98.4349822112253,103.803227458664,128.431389865206,133.53286132309,137.157680422156,164.455303765534,244.89884650375
images/0483_cu_1.jpg,327.069832255896,367.753580386359,409.932491748535,431.291000910597,657.664385404216,709.165298738526,728.765727260647,767.062533604861,1080.12037442916
images/049080139.tiff,96.4118140681973,118.555417390664,119.060897211786,129.257101131607,140.489632552254,168.533325342723,171.133420754243,192.632286668655,204.991975155
images/049200139.tiff,108.354996151665,129.361597745025,150.165327227557,150.470454392083,158.620700101266,210.159557936115,219.20494923216,221.234385501483,240.110776334989
images/0782_cu_1.jpg,124.655753683404,139.997630329745,169.604633348984,209.718211073583,243.143138235504,247.553181572499,283.292639157821,356.143491904751,582.920927936771
images/0839_cu_1.jpg,78.1731675704916,78.3211268489225,85.6579725490344,121.146616496536,122.387263389867,184.98377451433,190.449448311205,237.037325946394,384.444045178171
images/0913_cu_2.jpg,147.563999436855,164.435487641765,165.725606524821,171.522888084521,242.87539334077,265.041837579844,276.717116122995,323.72580293525,397.717138698402
images/1_2.JPG,40.4220428225965,60.6224956637388,82.4550849255158,98.6206207225423,161.884861696525,165.316534812715,195.191710512243,220.761927740227,288.698855875099
images/1001.jpg,172.953094835196,187.461193436466,199.07612931362,204.847473142031,222.401487733207,226.453825526312,238.2931498803,251.009050188428,251.961391525545
images/1005.jpg,63.6680722276876,76.0012812229411,76.7607910968779,95.9017729246157,100.387154937191,107.415637753394,117.81553493723,128.23193543358,151.057812377471
images/1013.jpg,64.1028684119991,80.2195765998775,92.2648038447173,92.318512702422,108.190641731817,117.539709730849,130.550423252892,142.175793057857,152.064594076633
images/1047.jpg,118.123510398679,125.094042973792,140.941546295986,147.398533205383,159.405193142234,165.991193735142,174.823957291875,191.283086798485,205.087108248236
